A,B,Addition,Subtraction,Multiplication,Division,Sin(Addition),Cos(Addition),Sqrt(Addition),2^Addition,Log(Addition),ODD_OR_EVEN(CEIL(A+B))
5.77,-2.31,3.46,8.08,-13.33,-2.50,-0.31,-0.95,1.86,11.00,0.54,Even
0.18,-1.39,-1.21,1.57,-0.25,-0.13,-0.94,0.35,-1.00,0.43,-1.00,Odd
-3.41,-0.95,-4.36,-2.46,3.24,3.59,0.94,-0.35,-1.00,0.05,-1.00,Even
1.82,-1.27,0.55,3.09,-2.31,-1.43,0.52,0.85,0.74,1.46,-0.26,Odd
-5.92,2.73,-3.19,-8.65,-16.16,-2.17,0.05,-1.00,-1.00,0.11,-1.00,Odd
4.14,-2.17,1.97,6.31,-8.98,-1.91,0.92,-0.39,1.40,3.92,0.29,Even
-4.32,-4.02,-8.34,-0.30,17.37,1.07,-0.88,-0.47,-1.00,0.00,-1.00,Even
-7.75,-6.42,-14.17,-1.33,49.76,1.21,-1.00,-0.03,-1.00,0.00,-1.00,Even
2.48,1.22,3.70,1.26,3.03,2.03,-0.53,-0.85,1.92,13.00,0.57,Even
-9.75,-5.47,-15.22,-4.28,53.33,1.78,-0.47,-0.88,-1.00,0.00,-1.00,Odd
-2.53,-8.05,-10.58,5.52,20.37,0.31,0.91,-0.40,-1.00,0.00,-1.00,Even
-6.29,9.15,2.86,-15.44,-57.55,-0.69,0.28,-0.96,1.69,7.26,0.46,Odd
5,2.76,7.76,2.24,13.80,1.81,1.00,0.09,2.79,216.77,0.89,Even
-1.28,-2.18,-3.46,0.90,2.79,0.59,0.31,-0.95,-1.00,0.09,-1.00,Odd
-6.81,-1.53,-8.34,-5.28,10.42,4.45,-0.88,-0.47,-1.00,0.00,-1.00,Even
-8.69,4.76,-3.93,-13.45,-41.36,-1.83,0.71,-0.70,-1.00,0.07,-1.00,Odd
4.76,2.8,7.56,1.96,13.33,1.70,0.96,0.29,2.75,188.71,0.88,Even
0.72,-1.85,-1.13,2.57,-1.33,-0.39,-0.90,0.43,-1.00,0.46,-1.00,Odd
-0.39,0.85,0.46,-1.24,-0.33,-0.46,0.44,0.90,0.68,1.38,-0.34,Odd
-2.57,4.96,2.39,-7.53,-12.75,-0.52,0.68,-0.73,1.55,5.24,0.38,Odd
-3.55,0.04,-3.51,-3.59,-0.14,-88.75,0.36,-0.93,-1.00,0.09,-1.00,Odd
-2.8,-9.05,-11.85,6.25,25.34,0.31,0.66,0.75,-1.00,0.00,-1.00,Odd
-2.7,7.48,4.78,-10.18,-20.20,-0.36,-1.00,0.07,2.19,27.47,0.68,Odd
-7.87,-3.53,-11.40,-4.34,27.78,2.23,0.92,0.39,-1.00,0.00,-1.00,Odd
-2.89,-1.84,-4.73,-1.05,5.32,1.57,1.00,0.02,-1.00,0.04,-1.00,Even
6.73,-2.44,4.29,9.17,-16.42,-2.76,-0.91,-0.41,2.07,19.56,0.63,Odd
8.46,-3.16,5.30,11.62,-26.73,-2.68,-0.83,0.55,2.30,39.40,0.72,Even
4.99,5.77,10.76,-0.78,28.79,0.86,-0.97,-0.23,3.28,1734.13,1.03,Odd
-1.97,-9.46,-11.43,7.49,18.64,0.21,0.91,0.42,-1.00,0.00,-1.00,Odd
-6.57,8.32,1.75,-14.89,-54.66,-0.79,0.98,-0.18,1.32,3.36,0.24,Even
-9.16,0.08,-9.08,-9.24,-0.73,-114.50,-0.34,-0.94,-1.00,0.00,-1.00,Odd
5.19,6.89,12.08,-1.70,35.76,0.75,-0.47,0.88,3.48,4329.55,1.08,Odd
2.91,8.87,11.78,-5.96,25.81,0.33,-0.71,0.71,3.43,3516.68,1.07,Even
7.48,-7.29,0.19,14.77,-54.53,-1.03,0.19,0.98,0.44,1.14,-0.72,Odd
-7.79,-7.22,-15.01,-0.57,56.24,1.08,-0.64,-0.77,-1.00,0.00,-1.00,Odd
-9.19,1.8,-7.39,-10.99,-16.54,-5.11,-0.89,0.45,-1.00,0.01,-1.00,Odd
-9.04,8.55,-0.49,-17.59,-77.29,-1.06,-0.47,0.88,-1.00,0.71,-1.00,Even
-9.29,9.77,0.48,-19.06,-90.76,-0.95,0.46,0.89,0.69,1.39,-0.32,Odd
7.13,3.38,10.51,3.75,24.10,2.11,-0.88,-0.47,3.24,1458.23,1.02,Odd
3.26,7.88,11.14,-4.62,25.69,0.41,-0.99,0.14,3.34,2256.70,1.05,Even
5.55,-8.21,-2.66,13.76,-45.57,-0.68,-0.46,-0.89,-1.00,0.16,-1.00,Even
-0.42,7.73,7.31,-8.15,-3.25,-0.05,0.86,0.52,2.70,158.68,0.86,Even
-3.18,4.63,1.45,-7.81,-14.72,-0.69,0.99,0.12,1.20,2.73,0.16,Even
4.68,-0.56,4.12,5.24,-2.62,-8.36,-0.83,-0.56,2.03,17.39,0.61,Odd
2.59,-0.68,1.91,3.27,-1.76,-3.81,0.94,-0.33,1.38,3.76,0.28,Even
3.98,-4.82,-0.84,8.80,-19.18,-0.83,-0.74,0.67,-1.00,0.56,-1.00,Even
-7.09,5.51,-1.58,-12.60,-39.07,-1.29,-1.00,-0.01,-1.00,0.33,-1.00,Odd
-7.86,-3.55,-11.41,-4.31,27.90,2.21,0.92,0.40,-1.00,0.00,-1.00,Odd
8.77,3.45,12.22,5.32,30.26,2.54,-0.34,0.94,3.50,4770.75,1.09,Odd
3.53,-3.62,-0.09,7.15,-12.78,-0.98,-0.09,1.00,-1.00,0.94,-1.00,Even
5.54,9.3,14.84,-3.76,51.52,0.60,0.76,-0.65,3.85,29328.18,1.17,Odd
6.98,-5.77,1.21,12.75,-40.27,-1.21,0.94,0.35,1.10,2.31,0.08,Even
-4.54,-2.41,-6.95,-2.13,10.94,1.88,-0.62,0.79,-1.00,0.01,-1.00,Even
2.31,3.64,5.95,-1.33,8.41,0.63,-0.33,0.95,2.44,61.82,0.77,Even
3.66,-8.67,-5.01,12.33,-31.73,-0.42,0.96,0.29,-1.00,0.03,-1.00,Odd
3.64,6.03,9.67,-2.39,21.95,0.60,-0.24,-0.97,3.11,814.63,0.99,Even
1.58,-3.48,-1.90,5.06,-5.50,-0.45,-0.95,-0.32,-1.00,0.27,-1.00,Odd
6.26,9.13,15.39,-2.87,57.15,0.69,0.31,-0.95,3.92,42938.97,1.19,Even
-8.3,-3.83,-12.13,-4.47,31.79,2.17,0.42,0.91,-1.00,0.00,-1.00,Even
-5.73,-4.11,-9.84,-1.62,23.55,1.39,0.40,-0.92,-1.00,0.00,-1.00,Odd
-0.13,1.62,1.49,-1.75,-0.21,-0.08,1.00,0.08,1.22,2.81,0.17,Even
0.57,5.72,6.29,-5.15,3.26,0.10,0.01,1.00,2.51,78.25,0.80,Odd
-2.74,-2.66,-5.40,-0.08,7.29,1.03,0.77,0.63,-1.00,0.02,-1.00,Odd
8.15,2.39,10.54,5.76,19.48,3.41,-0.90,-0.44,3.25,1488.87,1.02,Odd
-1.17,-6.12,-7.29,4.95,7.16,0.19,-0.85,0.53,-1.00,0.01,-1.00,Odd
-2.66,-8.5,-11.16,5.84,22.61,0.31,0.99,0.16,-1.00,0.00,-1.00,Odd
-6.36,-4.91,-11.27,-1.45,31.23,1.30,0.96,0.27,-1.00,0.00,-1.00,Odd
-9.05,9.35,0.30,-18.40,-84.62,-0.97,0.30,0.96,0.55,1.23,-0.52,Odd
-5.1,-1.28,-6.38,-3.82,6.53,3.98,-0.10,1.00,-1.00,0.01,-1.00,Even
-3.2,5.95,2.75,-9.15,-19.04,-0.54,0.38,-0.92,1.66,6.73,0.44,Odd
-7.63,-9.14,-16.77,1.51,69.74,0.83,0.87,-0.49,-1.00,0.00,-1.00,Even
0.76,-4.11,-3.35,4.87,-3.12,-0.18,0.21,-0.98,-1.00,0.10,-1.00,Odd
-6.87,0.49,-6.38,-7.36,-3.37,-14.02,-0.10,1.00,-1.00,0.01,-1.00,Even
8.77,4.23,13.00,4.54,37.10,2.07,0.42,0.91,3.61,8192.00,1.11,Odd
1.19,0.93,2.12,0.26,1.11,1.28,0.85,-0.52,1.46,4.35,0.33,Odd
-7.34,-1.96,-9.30,-5.38,14.39,3.74,-0.12,-0.99,-1.00,0.00,-1.00,Odd
-3.78,-7.91,-11.69,4.13,29.90,0.48,0.77,0.64,-1.00,0.00,-1.00,Odd
-2.28,-7.37,-9.65,5.09,16.80,0.31,0.22,-0.97,-1.00,0.00,-1.00,Odd
4.85,-2.09,2.76,6.94,-10.14,-2.32,0.37,-0.93,1.66,6.77,0.44,Odd
4.05,-5.24,-1.19,9.29,-21.22,-0.77,-0.93,0.37,-1.00,0.44,-1.00,Odd
-4.96,-3.52,-8.48,-1.44,17.46,1.41,-0.81,-0.59,-1.00,0.00,-1.00,Even
6.25,-7.46,-1.21,13.71,-46.63,-0.84,-0.94,0.35,-1.00,0.43,-1.00,Odd
4.49,1.02,5.51,3.47,4.58,4.40,-0.70,0.72,2.35,45.57,0.74,Even
8.2,3.61,11.81,4.59,29.60,2.27,-0.69,0.73,3.44,3590.58,1.07,Even
-0.12,8.35,8.23,-8.47,-1.00,-0.01,0.93,-0.37,2.87,300.25,0.92,Odd
8.12,8.61,16.73,-0.49,69.91,0.94,-0.85,-0.52,4.09,108700.57,1.22,Odd
-8.33,-5.11,-13.44,-3.22,42.57,1.63,-0.77,0.64,-1.00,0.00,-1.00,Odd
7.26,-7.66,-0.40,14.92,-55.61,-0.95,-0.39,0.92,-1.00,0.76,-1.00,Even
8.82,5.39,14.21,3.43,47.54,1.64,1.00,-0.07,3.77,18951.18,1.15,Odd
8.69,-5.04,3.65,13.73,-43.80,-1.72,-0.49,-0.87,1.91,12.55,0.56,Even
3.25,-6.17,-2.92,9.42,-20.05,-0.53,-0.22,-0.98,-1.00,0.13,-1.00,Even
5.1,3.02,8.12,2.08,15.40,1.69,0.96,-0.26,2.85,278.20,0.91,Odd
-9.46,8.09,-1.37,-17.55,-76.53,-1.17,-0.98,0.20,-1.00,0.39,-1.00,Odd
7.2,8.65,15.85,-1.45,62.28,0.83,-0.14,-0.99,3.98,59064.35,1.20,Even
-3.92,-9.81,-13.73,5.89,38.46,0.40,-0.92,0.40,-1.00,0.00,-1.00,Odd
7.01,-8.29,-1.28,15.30,-58.11,-0.85,-0.96,0.29,-1.00,0.41,-1.00,Odd
-7.03,-7.38,-14.41,0.35,51.88,0.95,-0.96,-0.27,-1.00,0.00,-1.00,Even
0.86,-1.34,-0.48,2.20,-1.15,-0.64,-0.46,0.89,-1.00,0.72,-1.00,Even
-0.69,-5.22,-5.91,4.53,3.60,0.13,0.36,0.93,-1.00,0.02,-1.00,Odd
2.24,7.3,9.54,-5.06,16.35,0.31,-0.11,-0.99,3.09,744.43,0.98,Even
0,3.87,3.87,-3.87,0.00,0.00,-0.67,-0.75,1.97,14.62,0.59,Even
-9.56,-7.17,-16.73,-2.39,68.55,1.33,0.85,-0.52,-1.00,0.00,-1.00,Even
4.22,9.2,13.42,-4.98,38.82,0.46,0.75,0.66,3.66,10960.30,1.13,Even
-4.29,-8.44,-12.73,4.15,36.21,0.51,-0.16,0.99,-1.00,0.00,-1.00,Even
-4.92,0.92,-4.00,-5.84,-4.53,-5.35,0.76,-0.65,-1.00,0.06,-1.00,Even
-4.37,-2.66,-7.03,-1.71,11.62,1.64,-0.68,0.73,-1.00,0.01,-1.00,Odd
-7.17,-7.23,-14.40,0.06,51.84,0.99,-0.97,-0.26,-1.00,0.00,-1.00,Even
-3.56,8.12,4.56,-11.68,-28.91,-0.44,-0.99,-0.15,2.14,23.59,0.66,Odd
8.24,3.65,11.89,4.59,30.08,2.26,-0.63,0.78,3.45,3795.30,1.08,Even
-8.16,5.31,-2.85,-13.47,-43.33,-1.54,-0.29,-0.96,-1.00,0.14,-1.00,Even
-0.41,-8.24,-8.65,7.83,3.38,0.05,-0.70,-0.71,-1.00,0.00,-1.00,Even
2.35,3.3,5.65,-0.95,7.76,0.71,-0.59,0.81,2.38,50.21,0.75,Even
-5.88,-0.16,-6.04,-5.72,0.94,36.75,0.24,0.97,-1.00,0.02,-1.00,Even
7.36,8.56,15.92,-1.20,63.00,0.86,-0.21,-0.98,3.99,62000.83,1.20,Even
-7.94,2.87,-5.07,-10.81,-22.79,-2.77,0.94,0.35,-1.00,0.03,-1.00,Odd
-9.28,9.99,0.71,-19.27,-92.71,-0.93,0.65,0.76,0.84,1.64,-0.15,Odd
5.57,6.06,11.63,-0.49,33.75,0.92,-0.81,0.59,3.41,3169.41,1.07,Even
-8.83,-3.63,-12.46,-5.20,32.05,2.43,0.11,0.99,-1.00,0.00,-1.00,Even
-4.18,-0.54,-4.72,-3.64,2.26,7.74,1.00,0.01,-1.00,0.04,-1.00,Even
3.61,2.96,6.57,0.65,10.69,1.22,0.28,0.96,2.56,95.01,0.82,Odd
-7.63,-0.91,-8.54,-6.72,6.94,8.38,-0.77,-0.63,-1.00,0.00,-1.00,Even
3.39,0.91,4.30,2.48,3.08,3.73,-0.92,-0.40,2.07,19.70,0.63,Odd
-7.57,-1.42,-8.99,-6.15,10.75,5.33,-0.42,-0.91,-1.00,0.00,-1.00,Even
-0.13,-5.83,-5.96,5.70,0.76,0.02,0.32,0.95,-1.00,0.02,-1.00,Odd
7.09,-2.05,5.04,9.14,-14.53,-3.46,-0.95,0.32,2.24,32.90,0.70,Even
5.34,0.97,6.31,4.37,5.18,5.51,0.03,1.00,2.51,79.34,0.80,Odd
9.62,8.65,18.27,0.97,83.21,1.11,-0.55,0.84,4.27,316095.29,1.26,Odd
-3.37,-5.39,-8.76,2.02,18.16,0.63,-0.62,-0.79,-1.00,0.00,-1.00,Even
-3.45,-4.53,-7.98,1.08,15.63,0.76,-0.99,-0.13,-1.00,0.00,-1.00,Odd
8.91,-4.91,4.00,13.82,-43.75,-1.81,-0.76,-0.65,2.00,16.00,0.60,Even
-5.22,-8.49,-13.71,3.27,44.32,0.61,-0.91,0.41,-1.00,0.00,-1.00,Odd
7.39,3.87,11.26,3.52,28.60,1.91,-0.97,0.26,3.36,2452.44,1.05,Even
5.39,8.42,13.81,-3.03,45.38,0.64,0.95,0.32,3.72,14362.31,1.14,Even
-0.5,5.63,5.13,-6.13,-2.82,-0.09,-0.91,0.41,2.26,35.02,0.71,Even
-2.9,-1.01,-3.91,-1.89,2.93,2.87,0.69,-0.72,-1.00,0.07,-1.00,Odd
-3.95,1.88,-2.07,-5.83,-7.43,-2.10,-0.88,-0.48,-1.00,0.24,-1.00,Even
-1.75,-8.16,-9.91,6.41,14.28,0.21,0.47,-0.88,-1.00,0.00,-1.00,Odd
-0.91,-7.01,-7.92,6.10,6.38,0.13,-1.00,-0.07,-1.00,0.00,-1.00,Odd
-3.76,7.34,3.58,-11.10,-27.60,-0.51,-0.42,-0.91,1.89,11.96,0.55,Even
-1.58,5.73,4.15,-7.31,-9.05,-0.28,-0.85,-0.53,2.04,17.75,0.62,Odd
9.34,2.5,11.84,6.84,23.35,3.74,-0.66,0.75,3.44,3666.02,1.07,Even
7.73,-3.32,4.41,11.05,-25.66,-2.33,-0.95,-0.30,2.10,21.26,0.64,Odd
-7.48,-8.85,-16.33,1.37,66.20,0.85,0.58,-0.81,-1.00,0.00,-1.00,Even
-2.66,4.87,2.21,-7.53,-12.95,-0.55,0.80,-0.60,1.49,4.63,0.34,Odd
-0.1,-3.66,-3.76,3.56,0.37,0.03,0.58,-0.81,-1.00,0.07,-1.00,Odd
-5.51,6.67,1.16,-12.18,-36.75,-0.83,0.92,0.40,1.08,2.23,0.06,Even
1.71,-1.38,0.33,3.09,-2.36,-1.24,0.32,0.95,0.57,1.26,-0.48,Odd
6.13,-0.5,5.63,6.63,-3.07,-12.26,-0.61,0.79,2.37,49.52,0.75,Even
-3.04,-1.14,-4.18,-1.90,3.47,2.67,0.86,-0.51,-1.00,0.06,-1.00,Even
-1.21,-4.13,-5.34,2.92,5.00,0.29,0.81,0.59,-1.00,0.02,-1.00,Odd
-1.42,-9.8,-11.22,8.38,13.92,0.14,0.97,0.22,-1.00,0.00,-1.00,Odd
8.97,9.37,18.34,-0.40,84.05,0.96,-0.49,0.87,4.28,331810.50,1.26,Odd
2.43,9.75,12.18,-7.32,23.69,0.25,-0.38,0.93,3.49,4640.29,1.09,Odd
-6.85,-8.41,-15.26,1.56,57.61,0.81,-0.43,-0.90,-1.00,0.00,-1.00,Odd
-8.29,-4.14,-12.43,-4.15,34.32,2.00,0.14,0.99,-1.00,0.00,-1.00,Even
-0.28,-5.05,-5.33,4.77,1.41,0.06,0.82,0.58,-1.00,0.02,-1.00,Odd
-0.37,-0.15,-0.52,-0.22,0.06,2.47,-0.50,0.87,-1.00,0.70,-1.00,Even
-0.84,-2.64,-3.48,1.80,2.22,0.32,0.33,-0.94,-1.00,0.09,-1.00,Odd
6.59,-4.32,2.27,10.91,-28.47,-1.53,0.77,-0.64,1.51,4.82,0.36,Odd
-6.33,1.08,-5.25,-7.41,-6.84,-5.86,0.86,0.51,-1.00,0.03,-1.00,Odd
4.75,-7.58,-2.83,12.33,-36.01,-0.63,-0.31,-0.95,-1.00,0.14,-1.00,Even
7.89,3.58,11.47,4.31,28.25,2.20,-0.89,0.46,3.39,2836.70,1.06,Even
-5.08,-2.99,-8.07,-2.09,15.19,1.70,-0.98,-0.21,-1.00,0.00,-1.00,Even
-6.89,-5.07,-11.96,-1.82,34.93,1.36,0.57,0.82,-1.00,0.00,-1.00,Odd
6.62,-5.48,1.14,12.10,-36.28,-1.21,0.91,0.42,1.07,2.20,0.06,Even
4.96,-5.08,-0.12,10.04,-25.20,-0.98,-0.12,0.99,-1.00,0.92,-1.00,Even
5.48,6.2,11.68,-0.72,33.98,0.88,-0.77,0.63,3.42,3281.18,1.07,Even
8.75,-8.45,0.30,17.20,-73.94,-1.04,0.30,0.96,0.55,1.23,-0.52,Odd
-5.03,7.82,2.79,-12.85,-39.33,-0.64,0.34,-0.94,1.67,6.92,0.45,Odd
9.07,-2.16,6.91,11.23,-19.59,-4.20,0.59,0.81,2.63,120.26,0.84,Odd
6.35,-7.72,-1.37,14.07,-49.02,-0.82,-0.98,0.20,-1.00,0.39,-1.00,Odd
-9.37,5.47,-3.90,-14.84,-51.25,-1.71,0.69,-0.73,-1.00,0.07,-1.00,Odd
-2.95,-2.92,-5.87,-0.03,8.61,1.01,0.40,0.92,-1.00,0.02,-1.00,Odd
8.29,1.18,9.47,7.11,9.78,7.03,-0.05,-1.00,3.08,709.18,0.98,Even
5.29,0.03,5.32,5.26,0.16,176.33,-0.82,0.57,2.31,39.95,0.73,Even
-7.53,6.8,-0.73,-14.33,-51.20,-1.11,-0.67,0.75,-1.00,0.60,-1.00,Even
-7.25,3.28,-3.97,-10.53,-23.78,-2.21,0.74,-0.68,-1.00,0.06,-1.00,Odd
-4.26,-9.63,-13.89,5.37,41.02,0.44,-0.97,0.24,-1.00,0.00,-1.00,Odd
-8.9,-2.27,-11.17,-6.63,20.20,3.92,0.98,0.17,-1.00,0.00,-1.00,Odd
8.06,-7.4,0.66,15.46,-59.64,-1.09,0.61,0.79,0.81,1.58,-0.18,Odd
-4.14,3.19,-0.95,-7.33,-13.21,-1.30,-0.81,0.58,-1.00,0.52,-1.00,Even
1.24,4.19,5.43,-2.95,5.20,0.30,-0.75,0.66,2.33,43.11,0.73,Even
3.56,6.7,10.26,-3.14,23.85,0.53,-0.74,-0.67,3.20,1226.22,1.01,Odd
4.42,-7.98,-3.56,12.40,-35.27,-0.55,0.41,-0.91,-1.00,0.08,-1.00,Odd
0.47,-4.56,-4.09,5.03,-2.14,-0.10,0.81,-0.58,-1.00,0.06,-1.00,Even
9.72,4.85,14.57,4.87,47.14,2.00,0.91,-0.42,3.82,24322.43,1.16,Odd
4.62,-7.51,-2.89,12.13,-34.70,-0.62,-0.25,-0.97,-1.00,0.13,-1.00,Even
0.7,-8.67,-7.97,9.37,-6.07,-0.08,-0.99,-0.12,-1.00,0.00,-1.00,Odd
4.65,-6.45,-1.80,11.10,-29.99,-0.72,-0.97,-0.23,-1.00,0.29,-1.00,Odd
-8.39,-5.67,-14.06,-2.72,47.57,1.48,-1.00,0.08,-1.00,0.00,-1.00,Even
-7.46,-6.75,-14.21,-0.71,50.36,1.11,-1.00,-0.07,-1.00,0.00,-1.00,Even
-3.74,-1.71,-5.45,-2.03,6.40,2.19,0.74,0.67,-1.00,0.02,-1.00,Odd
-4.43,-0.06,-4.49,-4.37,0.27,73.83,0.98,-0.22,-1.00,0.04,-1.00,Even
3.59,-3.34,0.25,6.93,-11.99,-1.07,0.25,0.97,0.50,1.19,-0.60,Odd
-5.58,8.38,2.80,-13.96,-46.76,-0.67,0.33,-0.94,1.67,6.96,0.45,Odd
8.13,4.7,12.83,3.43,38.21,1.73,0.26,0.97,3.58,7281.40,1.11,Odd
-8.51,8.96,0.45,-17.47,-76.25,-0.95,0.43,0.90,0.67,1.37,-0.35,Odd
2.62,5.83,8.45,-3.21,15.27,0.45,0.83,-0.56,2.91,349.71,0.93,Odd
9.42,6.9,16.32,2.52,65.00,1.37,-0.57,-0.82,4.04,81810.59,1.21,Odd
7.72,-6.49,1.23,14.21,-50.10,-1.19,0.94,0.33,1.11,2.35,0.09,Even
-7.57,3.79,-3.78,-11.36,-28.69,-2.00,0.60,-0.80,-1.00,0.07,-1.00,Odd
-7.12,-3.04,-10.16,-4.08,21.64,2.34,0.67,-0.74,-1.00,0.00,-1.00,Even
1.46,-5.12,-3.66,6.58,-7.48,-0.29,0.50,-0.87,-1.00,0.08,-1.00,Odd
-3.59,-1.85,-5.44,-1.74,6.64,1.94,0.75,0.67,-1.00,0.02,-1.00,Odd
-7.92,-3.33,-11.25,-4.59,26.37,2.38,0.97,0.25,-1.00,0.00,-1.00,Odd
4.53,4.92,9.45,-0.39,22.29,0.92,-0.03,-1.00,3.07,699.41,0.98,Even
5.38,-1.55,3.83,6.93,-8.34,-3.47,-0.64,-0.77,1.96,14.22,0.58,Even
6.83,0.79,7.62,6.04,5.40,8.65,0.97,0.23,2.76,196.72,0.88,Even
-5.64,-9.75,-15.39,4.11,54.99,0.58,-0.31,-0.95,-1.00,0.00,-1.00,Odd
1.67,6.57,8.24,-4.90,10.97,0.25,0.93,-0.38,2.87,302.33,0.92,Odd
-3.95,-4.82,-8.77,0.87,19.04,0.82,-0.61,-0.79,-1.00,0.00,-1.00,Even
1.3,9.42,10.72,-8.12,12.25,0.14,-0.96,-0.27,3.27,1686.71,1.03,Odd
-7.79,0.83,-6.96,-8.62,-6.47,-9.39,-0.63,0.78,-1.00,0.01,-1.00,Even
4.01,3.56,7.57,0.45,14.28,1.13,0.96,0.28,2.75,190.02,0.88,Even
4.12,3.61,7.73,0.51,14.87,1.14,0.99,0.12,2.78,212.31,0.89,Even
-0.12,-2.5,-2.62,2.38,0.30,0.05,-0.50,-0.87,-1.00,0.16,-1.00,Even
-0.27,-7.91,-8.18,7.64,2.14,0.03,-0.95,-0.32,-1.00,0.00,-1.00,Even
9.35,-3.33,6.02,12.68,-31.14,-2.81,-0.26,0.97,2.45,64.89,0.78,Odd
-8.14,-0.64,-8.78,-7.50,5.21,12.72,-0.60,-0.80,-1.00,0.00,-1.00,Even
8.37,1.74,10.11,6.63,14.56,4.81,-0.63,-0.77,3.18,1105.13,1.00,Odd
-4.85,0.86,-3.99,-5.71,-4.17,-5.64,0.75,-0.66,-1.00,0.06,-1.00,Odd
6.27,6.4,12.67,-0.13,40.13,0.98,0.10,0.99,3.56,6517.03,1.10,Odd
-8.27,4.74,-3.53,-13.01,-39.20,-1.74,0.38,-0.93,-1.00,0.09,-1.00,Odd
-3.71,0.37,-3.34,-4.08,-1.37,-10.03,0.20,-0.98,-1.00,0.10,-1.00,Odd
-7.41,9.38,1.97,-16.79,-69.51,-0.79,0.92,-0.39,1.40,3.92,0.29,Even
-0.08,7.2,7.12,-7.28,-0.58,-0.01,0.74,0.67,2.67,139.10,0.85,Even
-6.24,-6.63,-12.87,0.39,41.37,0.94,-0.30,0.95,-1.00,0.00,-1.00,Even
8.49,2.56,11.05,5.93,21.73,3.32,-1.00,0.05,3.32,2120.22,1.04,Even
2.77,-9.22,-6.45,11.99,-25.54,-0.30,-0.17,0.99,-1.00,0.01,-1.00,Even
-8.45,9.91,1.46,-18.36,-83.74,-0.85,0.99,0.11,1.21,2.75,0.16,Even
-3.01,-4.2,-7.21,1.19,12.64,0.72,-0.80,0.60,-1.00,0.01,-1.00,Odd
3.44,4.04,7.48,-0.60,13.90,0.85,0.93,0.37,2.73,178.53,0.87,Even
2.8,6.86,9.66,-4.06,19.21,0.41,-0.23,-0.97,3.11,809.00,0.98,Even
0.68,-9.83,-9.15,10.51,-6.68,-0.07,-0.27,-0.96,-1.00,0.00,-1.00,Odd
2.6,0.77,3.37,1.83,2.00,3.38,-0.23,-0.97,1.84,10.34,0.53,Even
6.12,0.59,6.71,5.53,3.61,10.37,0.41,0.91,2.59,104.69,0.83,Odd
1.62,-8.77,-7.15,10.39,-14.21,-0.18,-0.76,0.65,-1.00,0.01,-1.00,Odd
4.55,-5.49,-0.94,10.04,-24.98,-0.83,-0.81,0.59,-1.00,0.52,-1.00,Even
7.84,-8.52,-0.68,16.36,-66.80,-0.92,-0.63,0.78,-1.00,0.62,-1.00,Even
-3.6,6.86,3.26,-10.46,-24.70,-0.52,-0.12,-0.99,1.81,9.58,0.51,Even
4.39,-2.62,1.77,7.01,-11.50,-1.68,0.98,-0.20,1.33,3.41,0.25,Even
-4.44,-0.34,-4.78,-4.10,1.51,13.06,1.00,0.07,-1.00,0.04,-1.00,Even
6.27,3.79,10.06,2.48,23.76,1.65,-0.59,-0.80,3.17,1067.48,1.00,Odd
-3.35,-6.59,-9.94,3.24,22.08,0.51,0.49,-0.87,-1.00,0.00,-1.00,Odd
-4.59,-7.75,-12.34,3.16,35.57,0.59,0.22,0.97,-1.00,0.00,-1.00,Even
-7.89,-3.76,-11.65,-4.13,29.67,2.10,0.79,0.61,-1.00,0.00,-1.00,Odd
-6.48,8.62,2.14,-15.10,-55.86,-0.75,0.84,-0.54,1.46,4.41,0.33,Odd
-4.99,9.78,4.79,-14.77,-48.80,-0.51,-1.00,0.08,2.19,27.67,0.68,Odd
9.96,3.97,13.93,5.99,39.54,2.51,0.98,0.21,3.73,15608.02,1.14,Even
-2.52,2.11,-0.41,-4.63,-5.32,-1.19,-0.40,0.92,-1.00,0.75,-1.00,Even
-7.2,-4.21,-11.41,-2.99,30.31,1.71,0.92,0.40,-1.00,0.00,-1.00,Odd
-6.08,2.72,-3.36,-8.80,-16.54,-2.24,0.22,-0.98,-1.00,0.10,-1.00,Odd
8.65,3.65,12.30,5.00,31.57,2.37,-0.26,0.96,3.51,5042.77,1.09,Odd
1.09,0,1.09,1.09,0.00,#DIV/0!,0.89,0.46,1.04,2.13,0.04,Even
2.49,4.96,7.45,-2.47,12.35,0.50,0.92,0.39,2.73,174.85,0.87,Even
-1.21,-0.78,-1.99,-0.43,0.94,1.55,-0.91,-0.41,-1.00,0.25,-1.00,Odd
-5.16,3.75,-1.41,-8.91,-19.35,-1.38,-0.99,0.16,-1.00,0.38,-1.00,Odd
-2.78,-5.81,-8.59,3.03,16.15,0.48,-0.74,-0.67,-1.00,0.00,-1.00,Even
-2.09,-5.09,-7.18,3.00,10.64,0.41,-0.78,0.62,-1.00,0.01,-1.00,Odd
-8.18,7.46,-0.72,-15.64,-61.02,-1.10,-0.66,0.75,-1.00,0.61,-1.00,Even
-4.38,2.82,-1.56,-7.20,-12.35,-1.55,-1.00,0.01,-1.00,0.34,-1.00,Odd
3.19,5.22,8.41,-2.03,16.65,0.61,0.85,-0.53,2.90,340.14,0.92,Odd
1.63,-1.51,0.12,3.14,-2.46,-1.08,0.12,0.99,0.35,1.09,-0.92,Odd
0.61,-4.15,-3.54,4.76,-2.53,-0.15,0.39,-0.92,-1.00,0.09,-1.00,Odd
